iter	Passed	Remaining
407	5989	8690
408	6008	8682
409	6023	8667
410	6037	8652
411	6050	8635
412	6063	8618
413	6079	8605
414	6093	8589
415	6106	8572
416	6120	8557
417	6136	8543
418	6150	8529
419	6166	8515
420	6182	8503
421	6199	8491
422	6213	8475
423	6227	8460
424	6241	8444
425	6258	8433
426	6284	8433
427	6305	8427
428	6343	8443
429	6382	8460
430	6395	8443
431	6411	8430
432	6424	8412
433	6438	8397
434	6452	8381
435	6473	8374
436	6488	8358
437	6506	8348
438	6523	8336
439	6539	8323
440	6554	8308
441	6570	8295
442	6586	8281
443	6599	8264
444	6610	8245
445	6625	8230
446	6638	8213
447	6653	8198
448	6664	8178
449	6678	8162
450	6690	8144
451	6703	8126
452	6719	8114
453	6734	8099
454	6746	8080
455	6761	8066
456	6775	8050
457	6789	8034
458	6804	8019
459	6817	8003
460	6832	7988
461	6844	7970
462	6859	7955
463	6874	7940
464	6889	7926
465	6905	7912
466	6920	7898
467	6933	7882
468	6948	7866
469	6961	7849
470	6975	7834
471	6990	7819
472	7003	7803
473	7015	7785
474	7028	7767
475	7042	7752
476	7056	7737
477	7073	7725
478	7092	7714
479	7107	7699
480	7120	7683
481	7132	7665
482	7147	7650
483	7161	7635
484	7174	7618
485	7188	7603
486	7202	7586
487	7215	7570
488	7230	7555
489	7247	7543
490	7263	7530
491	7277	7514
492	7292	7499
493	7304	7482
494	7328	7476
495	7342	7460
496	7354	7442
497	7372	7431
498	7386	7415
499	7400	7400
500	7414	7384
501	7430	7371
502	7445	7357
503	7461	7343
504	7481	7333
505	7496	7318
506	7512	7305
507	7526	7289
508	7541	7274
509	7554	7258
510	7567	7241
511	7585	7229
512	7600	7215
513	7614	7199
514	7628	7183
515	7643	7169
516	7656	7153
517	7671	7137
518	7685	7122
519	7697	7105
520	7711	7090
521	7723	7072
522	7739	7058
523	7753	7043
524	7772	7032
525	7788	7018
526	7801	7001
527	7813	6984
528	7828	6969
529	7842	6955
530	7857	6940
531	7873	6926
532	7888	6911
533	7902	6896
534	7915	6879
535	7928	6863
536	7947	6852
537	7963	6838
538	7976	6822
539	7990	6806
540	8007	6793
541	8019	6776
542	8035	6762
543	8049	6747
544	8067	6735
545	8082	6720
546	8096	6704
547	8111	6690
548	8133	6681
549	8148	6666
550	8162	6651
551	8177	6636
552	8193	6623
553	8208	6608
554	8222	6592
555	8238	6578
556	8252	6563
557	8266	6548
558	8279	6532
559	8294	6516
560	8311	6503
561	8323	6487
562	8337	6471
563	8357	6460
564	8374	6447
565	8387	6431
566	8400	6415
567	8413	6398
568	8429	6385
569	8445	6370
570	8466	6360
571	8485	6349
572	8500	6334
573	8518	6321
574	8531	6305
575	8547	6292
576	8562	6277
577	8577	6262
578	8589	6245
579	8605	6231
580	8617	6214
581	8632	6199
582	8649	6186
583	8667	6174
584	8681	6158
585	8694	6142
586	8708	6127
587	8725	6113
588	8740	6098
589	8755	6084
590	8767	6067
591	8783	6053
592	8805	6043
593	8827	6033
594	8842	6018
595	8856	6003
596	8868	5986
597	8882	5971
598	8898	5957
599	8911	5940
600	8925	5925
601	8939	5910
602	8955	5896
603	8969	5880
604	8981	5864
605	8992	5846
606	9012	5835
607	9028	5821
608	9042	5805
609	9056	5790
610	9072	5776
611	9087	5761
612	9101	5745
613	9114	5729
614	9130	5715
615	9143	5699
616	9158	5685
617	9171	5669
618	9188	5655
619	9200	5639
620	9213	5622
621	9227	5607
622	9244	5594
623	9259	5579
624	9274	5564
625	9289	5549
626	9304	5535
627	9319	5520
628	9335	5506
629	9354	5493
630	9375	5482
631	9390	5468
632	9404	5452
633	9419	5437
634	9433	5422
635	9445	5406
636	9467	5394
637	9485	5382
638	9499	5366
639	9517	5353
640	9534	5339
641	9550	5325
642	9565	5310
643	9582	5297
644	9598	5282
645	9612	5267
646	9627	5252
647	9643	5238
648	9656	5222
649	9669	5206
650	9691	5195
651	9705	5180
652	9720	5165
653	9737	5151
654	9755	5138
655	9771	5123
656	9783	5107
657	9794	5090
658	9809	5076
659	9822	5060
660	9837	5045
661	9853	5030
662	9868	5016
663	9884	5001
664	9899	4987
665	9914	4971
666	9930	4957
667	9942	4941
668	9955	4925
669	9970	4910
670	9984	4895
671	9995	4878
672	10009	4863
673	10024	4848
674	10037	4832
675	10051	4817
676	10063	4801
677	10079	4786
678	10095	4772
679	10111	4758
680	10126	4743
681	10140	4728
682	10153	4712
683	10167	4697
684	10181	4681
685	10196	4667
686	10212	4652
687	10226	4637
688	10241	4622
689	10259	4609
690	10275	4595
691	10297	4583
692	10310	4567
693	10323	4551
694	10342	4538
695	10354	4522
696	10368	4507
697	10381	4491
698	10393	4475
699	10407	4460
700	10421	4445
701	10436	4430
702	10452	4415
703	10477	4405
704	10492	4390
705	10507	4375
706	10525	4361
707	10550	4351
708	10564	4335
709	10581	4322
710	10595	4306
711	10614	4293
712	10632	4279
713	10644	4263
714	10659	4248
715	10675	4234
716	10689	4219
717	10703	4203
718	10716	4188
719	10731	4173
720	10743	4157
721	10756	4141
722	10771	4127
723	10791	4114
724	10806	4099
725	10822	4084
726	10838	4069
727	10852	4054
728	10866	4039
729	10880	4024
730	10895	4009
731	10909	3994
732	10923	3979
733	10937	3963
734	10951	3948
735	10965	3933
736	10982	3918
737	10997	3904
738	11013	3889
739	11029	3875
740	11043	3860
741	11058	3844
742	11072	3829
743	11087	3815
744	11101	3799
745	11118	3785
746	11132	3770
747	11150	3756
748	11165	3741
749	11180	3726
750	11194	3711
751	11210	3697
752	11224	3681
753	11239	3667
754	11252	3651
755	11269	3637
756	11283	3622
757	11297	3606
758	11312	3591
759	11335	3579
760	11352	3565
761	11365	3549
762	11380	3535
763	11395	3520
764	11409	3504
765	11421	3489
766	11433	3473
767	11451	3459
768	11470	3445
769	11484	3430
770	11500	3415
771	11521	3402
772	11536	3387
773	11551	3372
774	11566	3358
775	11581	3343
776	11596	3328
777	11609	3312
778	11623	3297
779	11638	3282
780	11651	3267
781	11665	3251
782	11682	3237
783	11698	3223
784	11713	3208
785	11728	3193
786	11743	3178
787	11757	3163
788	11772	3148
789	11786	3133
790	11800	3118
791	11815	3103
792	11830	3088
793	11846	3073
794	11862	3058
795	11881	3044
796	11896	3030
797	11909	3014
798	11924	2999
799	11941	2985
800	11955	2970
801	11968	2954
802	11983	2939
803	11999	2925
804	12012	2909
805	12029	2895
806	12041	2879
807	12060	2865
808	12074	2850
809	12089	2835
810	12103	2820
811	12118	2805
812	12134	2791
813	12149	2776
814	12164	2761
815	12181	2746
816	12196	2731
817	12215	2717
818	12231	2703
819	12248	2688
820	12263	2673
821	12278	2658
822	12293	2643
823	12309	2629
824	12329	2615
825	12342	2599
826	12357	2585
827	12371	2569
828	12388	2555
829	12404	2540
830	12419	2525
831	12434	2510
832	12449	2495
833	12466	2481
834	12480	2466
835	12501	2452
836	12522	2438
837	12536	2423
838	12549	2408
839	12566	2393
840	12582	2378
841	12597	2363
842	12612	2348
843	12624	2333
844	12638	2318
845	12653	2303
846	12668	2288
847	12684	2273
848	12699	2258
849	12714	2243
850	12729	2228
851	12748	2214
852	12763	2199
853	12777	2184
854	12793	2169
855	12804	2154
856	12820	2139
857	12833	2124
858	12849	2109
859	12866	2094
860	12882	2079
861	12897	2064
862	12913	2049
863	12930	2035
864	12943	2020
865	12959	2005
866	12971	1989
867	12985	1974
868	12999	1959
869	13015	1944
870	13031	1929
871	13044	1914
872	13059	1899
873	13075	1885
874	13093	1870
875	13111	1855
876	13127	1841
877	13141	1826
878	13155	1810
879	13171	1796
880	13187	1781
881	13203	1766
882	13218	1751
883	13233	1736
884	13247	1721
885	13262	1706
886	13280	1691
887	13297	1677
888	13315	1662
889	13331	1647
890	13344	1632
891	13359	1617
892	13372	1602
893	13385	1587
894	13400	1572
895	13414	1557
896	13426	1541
897	13441	1526
898	13463	1512
899	13481	1497
900	13494	1482
901	13515	1468
902	13536	1454
903	13555	1439
904	13576	1425
905	13592	1410
906	13606	1395
907	13624	1380
908	13636	1365
909	13656	1350
910	13668	1335
911	13680	1320
912	13693	1304
913	13706	1289
914	13723	1274
915	13736	1259
916	13761	1245
917	13779	1230
918	13793	1215
919	13811	1200
920	13828	1186
921	13843	1171
922	13858	1156
923	13876	1141
924	13890	1126
925	13906	1111
926	13921	1096
927	13934	1081
928	13947	1065
929	13961	1050
930	13974	1035
931	13994	1021
932	14011	1006
933	14026	991
934	14036	975
935	14051	960
936	14067	945
937	14083	930
938	14097	915
939	14114	900
940	14128	885
941	14143	870
942	14160	855
943	14175	840
944	14190	825
945	14204	810
946	14220	795
947	14237	780
948	14251	765
949	14267	750
950	14281	735
951	14298	720
952	14315	706
953	14330	690
954	14345	675
955	14364	661
956	14378	646
957	14394	631
958	14409	616
959	14426	601
960	14440	586
961	14455	571
962	14478	556
963	14492	541
964	14513	526
965	14530	511
966	14542	496
967	14558	481
968	14570	466
969	14586	451
970	14600	436
971	14615	421
972	14628	405
973	14643	390
974	14656	375
975	14671	360
976	14686	345
977	14701	330
978	14716	315
979	14731	300
980	14744	285
981	14761	270
982	14775	255
983	14789	240
984	14806	225
985	14824	210
986	14837	195
987	14850	180
988	14864	165
989	14885	150
990	14899	135
991	14912	120
992	14927	105
993	14943	90
994	14957	75
995	14972	60
996	14987	45
997	15003	30
998	15016	15
999	15031	0
