iter	Logloss
624	0.3661104704
625	0.3660904112
626	0.366048006
627	0.3660263976
628	0.3659898729
629	0.3659640018
630	0.3659312337
631	0.3659199812
632	0.3659018189
633	0.365864487
634	0.3658351158
635	0.3658317851
636	0.3657916963
637	0.3657522328
638	0.365729903
639	0.3657265778
640	0.3656720617
641	0.3656391271
642	0.365616752
643	0.3655968841
644	0.3655582379
645	0.3655464742
646	0.3655285044
647	0.3655149181
648	0.3654952484
649	0.365472361
650	0.3654612417
651	0.3654585433
652	0.3654439298
653	0.3654351725
654	0.3653976932
655	0.3653914382
656	0.3653652453
657	0.3653626132
658	0.3653543479
659	0.3653333538
660	0.3652922417
661	0.3652818192
662	0.3652671153
663	0.3652550159
664	0.3652454455
665	0.3652283505
666	0.3651938049
667	0.3651779833
668	0.3651694706
669	0.3651449778
670	0.3651239404
671	0.3651197884
672	0.3650976714
673	0.3650720996
674	0.365059772
675	0.3650383891
676	0.3649575598
677	0.3649398015
678	0.3649170597
679	0.3648871836
680	0.3648641318
681	0.3648528542
682	0.3648503182
683	0.3648347156
684	0.3647803521
685	0.3647608186
686	0.364731607
687	0.3647068
688	0.3646741114
689	0.3646415883
690	0.3646117459
691	0.3645810333
692	0.3645340154
693	0.364516095
694	0.3644916869
695	0.3644892707
696	0.3644784837
697	0.3644775954
698	0.364475249
699	0.3644442849
700	0.3644258156
701	0.3644177372
702	0.3643840363
703	0.3643688692
704	0.3643330814
705	0.3643067756
706	0.3642644892
707	0.3642387326
708	0.3642296936
709	0.3642130229
710	0.3641914281
711	0.3641766567
712	0.3641270736
713	0.3641206592
714	0.3640905035
715	0.3640581057
716	0.3640366721
717	0.3640253884
718	0.3640245625
719	0.3640169568
720	0.3640106078
721	0.3639598218
722	0.3639478195
723	0.3639218968
724	0.3638796913
725	0.3638513122
726	0.3638131508
727	0.3637591895
728	0.3637393219
729	0.3637342295
730	0.3636851782
731	0.3636739709
732	0.3636259632
733	0.3636166963
734	0.3636021566
735	0.3635298549
736	0.3634987669
737	0.3634612546
738	0.3634257319
739	0.3634072233
740	0.3633718093
741	0.3633528555
742	0.3633291155
743	0.36331368
744	0.3633057442
745	0.3632575869
746	0.3632348279
747	0.3632099446
748	0.3631960882
749	0.3631560973
750	0.3631317752
751	0.3631032763
752	0.3630924352
753	0.3630837212
754	0.3630778305
755	0.3630567988
756	0.3630521915
757	0.3630350236
758	0.3630238727
759	0.3629920753
760	0.3629666174
761	0.362946397
762	0.3629403989
763	0.3629059696
764	0.3628796458
765	0.3628770107
766	0.3628155908
767	0.362801225
768	0.3627978155
769	0.3627729168
770	0.3627648712
771	0.3627423014
772	0.3627189435
773	0.3627033499
774	0.3626561161
775	0.3626235488
776	0.3626020071
777	0.3625658549
778	0.3625618159
779	0.3625530902
780	0.362531671
781	0.36250362
782	0.3624775902
783	0.3624463533
784	0.3624198125
785	0.3624071022
786	0.3623964839
787	0.3623635631
788	0.3623555702
789	0.3623377616
790	0.3623020375
791	0.362282467
792	0.3622758117
793	0.3622624706
794	0.3622411472
795	0.3622055723
796	0.3621763458
797	0.3621726782
798	0.3621392893
799	0.3621331626
800	0.3621109491
801	0.3621034914
802	0.3620786001
803	0.3620655832
804	0.3620530185
805	0.3620185654
806	0.3619961885
807	0.3619766012
808	0.3619361478
809	0.3619284118
810	0.3619067218
811	0.361881183
812	0.3618531406
813	0.3618364578
814	0.3618186029
815	0.3618009309
816	0.3617638622
817	0.3617553302
818	0.3617264234
819	0.3617051587
820	0.3616895535
821	0.3616757066
822	0.3616722521
823	0.361631771
824	0.3616052467
825	0.3616035352
826	0.3615985739
827	0.3615779526
828	0.3615320436
829	0.3615138704
830	0.3615131117
831	0.36150461
832	0.361484341
833	0.3614801183
834	0.3614232076
835	0.3614045488
836	0.3613791952
837	0.3613712359
838	0.3613644528
839	0.3613522032
840	0.3613243668
841	0.3613229097
842	0.3612984942
843	0.3612365824
844	0.3612037871
845	0.3611797084
846	0.3611704279
847	0.3611599852
848	0.3611422761
849	0.3611369641
850	0.3611238828
851	0.3611056017
852	0.3610849437
853	0.3610840931
854	0.3610722869
855	0.361071126
856	0.361047033
857	0.3610334628
858	0.361012473
859	0.361006738
860	0.3609978463
861	0.3609913722
862	0.3609826223
863	0.3609531331
864	0.3609466068
865	0.3609251507
866	0.3609018688
867	0.3608827896
868	0.360861491
869	0.3608380578
870	0.3608212342
871	0.3608006366
872	0.3607691923
873	0.3607497554
874	0.3607378975
875	0.360709552
876	0.3606938656
877	0.3606679684
878	0.3606537758
879	0.3606317531
880	0.3606035156
881	0.3605721243
882	0.3605322287
883	0.3605117293
884	0.3605009917
885	0.3604959279
886	0.3604910221
887	0.3604809321
888	0.3604562866
889	0.3604296701
890	0.3604287896
891	0.3604158743
892	0.3604142628
893	0.3603845474
894	0.3603775026
895	0.3603538453
896	0.3603247372
897	0.3603053345
898	0.3603014796
899	0.3602896999
900	0.3602645596
901	0.3602423461
902	0.3602308178
903	0.3602174769
904	0.3601946945
905	0.3601721538
906	0.360147363
907	0.3601233821
908	0.3601222401
909	0.3601153936
910	0.3601146784
911	0.3600993011
912	0.3600853808
913	0.3600706223
914	0.360063714
915	0.3600372838
916	0.3600243177
917	0.3599958268
918	0.3599786179
919	0.3599668118
920	0.359936805
921	0.3599243706
922	0.3599209467
923	0.3598976075
924	0.3598832618
925	0.3598722971
926	0.359864655
927	0.3598165306
928	0.3597761054
929	0.3597593338
930	0.3597436276
931	0.3597249755
932	0.3597165322
933	0.3596938895
934	0.3596704921
935	0.3596637544
936	0.3596308383
937	0.359605691
938	0.3595703503
939	0.3595405394
940	0.3595306108
941	0.3595006384
942	0.3594820762
943	0.3594370156
944	0.359428458
945	0.3594193297
946	0.3593852036
947	0.3593545756
948	0.3593389547
949	0.3593309999
950	0.3593254981
951	0.3592962753
952	0.3592911789
953	0.3592792724
954	0.3592456634
955	0.3592265488
956	0.359191747
957	0.3591790721
958	0.3591721744
959	0.3591576858
960	0.3591216741
961	0.359093924
962	0.3590880401
963	0.3590514556
964	0.3590391477
965	0.359027657
966	0.3590172296
967	0.3590070522
968	0.3590054109
969	0.358970787
970	0.3589541495
971	0.3589206737
972	0.3588960738
973	0.3588847743
974	0.3588832447
975	0.3588714336
976	0.3588598097
977	0.35884003
978	0.3588322753
979	0.3588102889
980	0.3587917774
981	0.3587503154
982	0.358700288
983	0.358689815
984	0.3586681484
985	0.3586124656
986	0.3585953114
987	0.3585827975
988	0.3585329249
989	0.3585095728
990	0.3584855786
991	0.3584803304
992	0.3584422837
993	0.3584385339
994	0.3583995921
995	0.3583951678
996	0.3583907454
997	0.3583713427
998	0.3583446144
999	0.3583398093
